SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,SOFTWARE ENGINEER V,Bachelors,16,Hour,$553.49,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,SYSTEMS ENGINEER II,Bachelors,7,Hour,$284.63,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,SYSTEMS ENGINEER IV,Bachelors,9,Hour,$301.34,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,TECH MANAGER III OFF,Bachelors,18,Hour,$376.07,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,TECH MANAGER III ON,Bachelors,16,Hour,$388.75,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,TECH MANAGER V,Bachelors,20,Hour,$553.49,GS-35F-367CA,"UNIVERSAL SPACE NETWORK,",S,IT Schedule 70,Customer,1,6/16/2015,6/15/2020
132-51,Application Engineer,Bachelors,10,Hour,$156.37,GS-35F-445BA,VEGATEK CORPORATION,S,IT Schedule 70,Both,1,7/21/2014,7/21/2014
132-51,Senior Application Engineer,Bachelors,10,Hour,$156.37,GS-35F-445BA,VEGATEK CORPORATION,S,IT Schedule 70,Both,1,7/21/2014,7/21/2014
132-51,Senior Architect,Bachelors,10,Hour,$156.37,GS-35F-445BA,VEGATEK CORPORATION,S,IT Schedule 70,Both,1,7/21/2014,7/21/2014
132-51,Senior Consultant Developer,Bachelors,10,Hour,$156.37,GS-35F-445BA,VEGATEK CORPORATION,S,IT Schedule 70,Both,1,7/21/2014,7/21/2014
132-51,Senior Quality Assurance Engineer,Bachelors,10,Hour,$156.37,GS-35F-445BA,VEGATEK CORPORATION,S,IT Schedule 70,Both,1,7/21/2014,7/21/2014
132-51,Cyber Security Analyst - Senior,Bachelors,8,Hour,$132.69,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Cyber Security Analyst I,Bachelors,8,Hour,$59.25,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Cyber Security Analyst II,Bachelors,3,Hour,$71.58,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Cyber Security Analyst III,Bachelors,5,Hour,$101.69,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Help Desk/Desk Side Support Analyst - Senior,Bachelors,8,Hour,$61.60,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Project Manager - Senior,Bachelors,8,Hour,$120.35,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,System and Network Administrator - Senior,Bachelors,8,Hour,$111.83,GS-35F-378CA,"VENTURE LIFE, LLC",S,IT Schedule 70,Customer,1,6/24/2015,6/23/2020
132-51,Bus Sys /Process Analyst I,Bachelors,2,Hour,$58.04,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys /Process Analyst III,Bachelors,7,Hour,$72.54,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys /Process Analyst IV,Bachelors,9,Hour,$77.38,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys /Process Analyst V,Bachelors,6,Hour,$91.89,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys Programmer / Program Analyst I,Bachelors,2,Hour,$44.71,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys Programmer / Program Analyst II,Bachelors,6,Hour,$53.74,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys Programmer / Program Analyst III,Bachelors,8,Hour,$63.34,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys Programmer / Program Analyst IV,Bachelors,10,Hour,$74.52,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys Programmer / Program Analyst V,Bachelors,12,Hour,$79.73,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Bus Sys/Process Analyst II,Bachelors,4,Hour,$62.87,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Configuration Analyst I,Bachelors,2,Hour,$111.23,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Configuration Analyst II,Bachelors,4,Hour,$120.91,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,LAN/Network Specialist,Bachelors,2,Hour,$91.89,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Program Manager,Bachelors,5,Hour,$130.58,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Project Manager Coordinator,Bachelors,5,Hour,$88.02,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Senior Database Administrator,Bachelors,4,Hour,$120.91,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Subject Matter Expert I,Bachelors,5,Hour,$96.73,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Subject Matter Expert II,Bachelors,7,Hour,$111.23,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Subject Matter Expert III,Bachelors,7,Hour,$120.91,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Subject Matter Expert IV,Masters,8,Hour,$145.09,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Subject Matter Expert V,Masters,10,Hour,$169.27,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,System Administrator III,Bachelors,1,Hour,$91.89,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,System Administrator IV,Bachelors,3,Hour,$111.23,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Systems Integration Analyst,Bachelors,2,Hour,$91.89,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Web Technologist/Site Admin,Bachelors,1,Hour,$96.73,GS-35F-213CA,"VERACITY CONSULTING, INC.",S,IT Schedule 70,Customer,1,3/5/2015,3/9/2020
132-51,Senior Subject Matter Expert,Bachelors,7,Hour,$191.67,GS-35F-394BA,VIA NOVA INC,S,IT Schedule 70,Both,2,6/9/2014,6/8/2019
132-51,Senior Systems Analyst,Bachelors,10,Hour,$301.52,GS-35F-394BA,VIA NOVA INC,S,IT Schedule 70,Both,2,6/9/2014,6/8/2019
132-51,Subject Matter Expert II,Bachelors,6,Hour,$183.52,GS-35F-394BA,VIA NOVA INC,S,IT Schedule 70,Both,2,6/9/2014,6/8/2019
132-51,Systems Analyst,Bachelors,8,Hour,$221.24,GS-35F-394BA,VIA NOVA INC,S,IT Schedule 70,Both,2,6/9/2014,6/8/2019
132-51,Systems Analyst III,Bachelors,10,Hour,$272.56,GS-35F-394BA,VIA NOVA INC,S,IT Schedule 70,Both,2,6/9/2014,6/8/2019
132-51,Business Analyst - Level 2,Bachelors,3,Hour,$98.74,GS-35F-057CA,VIGNON CORPORATION,S,IT Schedule 70,Customer,1,10/31/2014,10/31/2019
132-51,Project Lead/ Consultant - Level 2,Bachelors,3,Hour,$93.80,GS-35F-057CA,VIGNON CORPORATION,S,IT Schedule 70,Customer,1,10/31/2014,10/31/2019
132-51,Project Manager - Level 2,Bachelors,3,Hour,$98.74,GS-35F-057CA,VIGNON CORPORATION,S,IT Schedule 70,Customer,1,10/31/2014,10/31/2019
132-51,Project Manager/ Sr. Consultant - Level 3,Bachelors,6,Hour,$197.48,GS-35F-057CA,VIGNON CORPORATION,S,IT Schedule 70,Customer,1,10/31/2014,10/31/2019
132-51,Sr. Business Analyst - Level 3,Bachelors,6,Hour,$113.55,GS-35F-057CA,VIGNON CORPORATION,S,IT Schedule 70,Customer,1,10/31/2014,10/31/2019
132-51,Business Analyst 1,Bachelors,1,Hour,$99.71,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Business Analyst 2,Bachelors,3,Hour,$108.80,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Call Center Operations Manager,Bachelors,1,Hour,$133.92,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Call Center Team Lead,High School,1,Hour,$67.64,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Data Manager,Bachelors,5,Hour,$116.66,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Database Administrator 1,Bachelors,3,Hour,$96.22,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Database Administrator 2,Bachelors,2,Hour,$111.39,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Helpdesk Represetnative Tier 1,Associates,1,Hour,$44.95,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Network Engineer,Bachelors,3,Hour,$99.10,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Programmer/Analyst II,Bachelors,3,Hour,$65.40,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Project Manager 1,Bachelors,2,Hour,$92.57,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Project Manager 2,Bachelors,4,Hour,$108.80,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. Business Analyst,Bachelors,6,Hour,$106.78,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. Database Administrator,Bachelors,5,Hour,$98.55,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. Software Developer,Bachelors,5,Hour,$107.18,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. System Administrator,Bachelors,5,Hour,$103.50,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. System Architect,Bachelors,2,Hour,$167.61,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Sr. System Engineer,Bachelors,1,Hour,$92.58,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Systems Engineer 1,Bachelors,1,Hour,$84.66,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Technical Writer 1,Bachelors,1,Hour,$88.49,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,Tester 2,Bachelors,3,Hour,$91.07,GS-35F-441BA,VITAL EDGE SOLUTIONS INC,S,IT Schedule 70,Customer,2,7/17/2014,7/20/2019
132-51,"Associate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
Engineer",Bachelors,1,Hour,$65.02,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,1/22/2014,1/21/2019
132-51,"Associate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
Engineer",Bachelors,1,Hour,$66.39,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,1/22/2014,1/21/2019
132-51,"Associate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
Engineer",Bachelors,1,Hour,$67.78,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,1/22/2014,1/21/2019
132-51,"Associate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
Engineer",Bachelors,1,Hour,$69.20,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,1/22/2014,1/21/2019
132-51,"Associate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
EngineerAssociate 
Engineer",Bachelors,1,Hour,$70.66,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,1/22/2014,1/21/2019
132-51,Chief Scientis,Bachelors,25,Hour,$199.65,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,1/22/2014,1/21/2019
132-51,Chief Scientis,Bachelors,25,Hour,$203.84,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,1/22/2014,1/21/2019
132-51,Chief Scientis,Bachelors,25,Hour,$203.84,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,1/22/2014,1/21/2019
132-51,Chief Scientis,Bachelors,25,Hour,$212.49,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,1/22/2014,1/21/2019
132-51,Chief Scientist,Bachelors,25,Hour,$195.54,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,1/22/2014,1/21/2019
132-51,Senior Analyst,Bachelors,10,Hour,$130.34,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,1/22/2014,1/21/2019
132-51,Senior Analyst,Bachelors,10,Hour,$133.08,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,1/22/2014,1/21/2019
132-51,Senior Analyst,Bachelors,10,Hour,$135.87,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,1/22/2014,1/21/2019
132-51,Senior Analyst,Bachelors,10,Hour,$138.73,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,1/22/2014,1/21/2019
132-51,Senior Analyst,Bachelors,10,Hour,$141.64,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,1/22/2014,1/21/2019
132-51,"Senior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
Engineer",Bachelors,10,Hour,$130.34,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,1,1/22/2014,1/21/2019
132-51,"Senior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
Engineer",Bachelors,10,Hour,$133.08,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,2,1/22/2014,1/21/2019
132-51,"Senior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
Engineer",Bachelors,10,Hour,$135.87,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,3,1/22/2014,1/21/2019
132-51,"Senior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
Engineer",Bachelors,10,Hour,$138.73,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,4,1/22/2014,1/21/2019
132-51,"Senior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
EngineerSenior Software 
Engineer",Bachelors,10,Hour,$141.64,GS-35F-166BA,"WARPIV TECHNOLOGIES, INC.",S,IT Schedule 70,Both,5,1/22/2014,1/21/2019
132-51,Database Administrator,Bachelors,2,Hour,$77.02,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,IT Total Solution Specialist,Bachelors,6,Hour,$156.37,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Network Administrator,Bachelors,6,Hour,$85.90,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Project Manager,Bachelors,6,Hour,$135.57,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Software Architect,Bachelors,10,Hour,$102.30,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Software Engineer I,Bachelors,1,Hour,$70.65,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Software Engineer II,Bachelors,6,Hour,$77.02,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Software Quality Assurance - Level I,Bachelors,1,Hour,$64.32,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Software Quality Assurance - Level II,Bachelors,3,Hour,$78.26,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,System Administrator I,Bachelors,1,Hour,$74.18,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,System Administrator II,Bachelors,3,Hour,$82.18,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,System Analyst,Bachelors,5,Hour,$82.18,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,System Security Specialist,Bachelors,6,Hour,$108.61,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Web Graphics Designer,Bachelors,2,Hour,$43.48,GS-35F-217BA,"WASHINGTON SOFTWARE, INC.",S,IT Schedule 70,Both,2,2/14/2014,2/13/2019
132-51,Developer,Bachelors,5,Hour,$139.51,GS-35F-303CA,"WEST LAKE CONSULTING, INC.",S,IT Schedule 70,Both,1,4/24/2015,4/23/2020
132-51,Functional Consultant SME,Bachelors,5,Hour,$147.74,GS-35F-303CA,"WEST LAKE CONSULTING, INC.",S,IT Schedule 70,Both,1,4/24/2015,4/23/2020
132-51,Senior Developer,Bachelors,8,Hour,$171.39,GS-35F-303CA,"WEST LAKE CONSULTING, INC.",S,IT Schedule 70,Both,1,4/24/2015,4/23/2020
132-51,Senior Functional Consultant SME,Bachelors,8,Hour,$171.39,GS-35F-303CA,"WEST LAKE CONSULTING, INC.",S,IT Schedule 70,Both,1,4/24/2015,4/23/2020
132-51,Content Developer,Bachelors,5,Hour,$58.94,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,Graphic Designer,Bachelors,3,Hour,$122.80,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,Information Specialist,Bachelors,3,Hour,$122.80,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,Subject Matter Expert,Bachelors,5,Hour,$187.41,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,Systems Engineer,Bachelors,5,Hour,$108.06,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,Systems Programmer,Bachelors,5,Hour,$126.50,GS-35F-387BA,WILDCARD CORP.,S,IT Schedule 70,Customer,2,6/9/2014,6/8/2019
132-51,DEVELOPER/PROGRAMMER ANALYST III,Bachelors,5,Hour,$72.50,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST III,Bachelors,5,Hour,$74.31,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST III,Bachelors,5,Hour,$76.17,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST III,Bachelors,5,Hour,$78.07,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST III,Bachelors,5,Hour,$80.02,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST IV,Bachelors,5,Hour,$81.18,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST IV,Bachelors,5,Hour,$83.21,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST IV,Bachelors,5,Hour,$85.29,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,DEVELOPER/PROGRAMMER ANALYST IV,Bachelors,5,Hour,$87.42,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
